Date,Open,High,Low,Close,Volume,Adj Close
2006-05-01,24.32,25.00,22.45,22.65,110427000,19.03
2006-04-03,27.67,27.94,24.00,24.15,107219900,20.21
2006-03-01,26.98,28.22,26.62,27.21,65223100,22.77
2006-02-01,27.96,28.07,26.34,26.87,58565000,22.49
2006-01-03,26.25,28.38,26.10,28.15,74173200,23.48
2005-12-01,27.73,28.10,26.10,26.15,62892300,21.81
2005-11-01,25.61,28.25,25.61,27.68,71469100,23.09
2005-10-03,25.71,25.80,24.25,25.70,72132400,21.38
2005-09-01,27.38,27.39,25.12,25.73,66976400,21.40
2005-08-01,25.81,27.94,25.76,27.38,65529900,22.77
2005-07-01,24.85,26.48,24.50,25.61,69046600,21.24
2005-06-01,25.73,26.00,24.82,24.84,62956700,20.60
2005-05-02,25.23,26.09,24.64,25.80,62699700,21.40
2005-04-01,24.24,25.45,23.94,25.30,77090200,20.91
2005-03-01,25.19,25.79,23.82,24.17,72899700,19.98
2005-02-01,26.25,26.50,25.13,25.16,75992300,20.80
2005-01-03,26.80,27.10,25.64,26.28,79642800,21.66
