Date,Open,High,Low,Close,Volume,Adj Close
2007-12-03,181.86,202.96,176.99,198.08,31771400,190.39
2007-11-01,188.60,192.68,150.63,182.22,46553700,175.14
2007-10-01,154.63,190.12,152.93,189.95,37438400,182.57
2007-09-04,139.94,155.00,130.00,153.47,40500600,147.51
2007-08-01,133.64,139.65,111.62,138.48,39188900,133.10
2007-07-02,121.05,148.92,119.30,131.76,43845100,126.64
2007-06-01,121.10,127.61,115.40,122.04,41526100,117.30
2007-05-01,99.59,122.17,98.55,121.19,30295600,116.48
2007-04-02,94.14,102.50,89.60,99.80,25136100,95.92
2007-03-01,84.03,96.83,83.75,92.91,26816800,89.30
2007-02-01,86.23,90.81,82.86,84.61,27522200,81.32
2007-01-03,86.29,97.80,81.90,85.73,50117500,82.40
2006-12-01,91.80,92.33,76.77,84.84,32084300,81.54
2006-11-01,81.10,93.16,77.79,91.66,25009100,88.10
2006-10-02,75.10,82.60,72.60,81.08,24171100,77.93
2006-09-01,68.48,77.78,67.82,76.98,32370300,73.99
2006-08-01,67.22,70.00,62.58,67.85,28668200,65.21
2006-07-03,57.52,68.63,50.16,67.96,32808100,65.32
2006-06-01,59.85,63.10,55.41,57.27,30318700,55.05
2006-05-01,70.77,73.80,58.69,59.77,27418400,57.45
2006-04-03,63.67,72.05,61.05,70.39,39246800,67.66
2006-03-01,68.84,69.99,57.67,62.72,37277000,60.28
2006-02-01,74.95,76.46,62.90,68.49,37646000,65.83
2006-01-03,72.38,86.40,70.87,75.51,40699800,72.58
2005-12-01,68.95,75.46,68.81,71.89,23279600,69.10
2005-11-01,57.24,71.07,56.87,67.82,23898100,65.19
2005-10-03,54.16,57.98,47.87,57.59,33306600,55.35
2005-09-01,47.00,54.56,46.09,53.61,21903700,51.53
2005-08-01,42.57,48.33,42.02,46.89,15223200,45.07
2005-07-01,36.83,44.38,36.29,42.65,19029100,40.99
2005-06-01,39.89,40.76,35.52,36.81,19067500,35.38
2005-05-02,36.21,40.94,33.11,39.76,22555200,38.22
2005-04-01,42.09,44.45,34.00,36.06,34093700,34.66
2005-03-01,44.99,45.11,38.83,41.67,24857200,40.05
2005-02-01,77.05,90.88,43.96,44.86,41542400,43.12
2005-01-03,64.78,77.89,62.60,76.90,48909500,36.96
